site,ccv2m,ccv5m,chm,dem,disttowater,NDVI_max,NDVI_median,ndviresi,pisr_1,pisr_10,pisr_11,pisr_12,pisr_2,pisr_3,pisr_4,pisr_5,pisr_6,pisr_7,pisr_8,pisr_9,Pseudo_albedo,scd,shrubs,slope,snoweffect,snowresi,swi_suct2,swi_suct256,swi_suct64,swi_suct8,swi,tpi1000,tpi15,tpi250,tpi30,tpi500,tpi90,TWI_d8,TWI_Dinf,TWI_FD8f,watereffect,windexp,windexp100,ccv2m5,ccv5m5,chm5,eos1,eos3,moist_cv_july,moist_cv_summer,moist_max_july,moist_max_summer,moist_mean_july,moist_mean_summer,moist_min_july,moist_min_summer,moist_sd_july,moist_sd_summer,sos1,sos3,T1_FDD_days,T1_FDD,T1_ft,T1_GDD3_days,T1_GDD3,T1_GDD5_days,T1_GDD5,T1_max,T1_mean_1,T1_mean_10,T1_mean_11,T1_mean_12,T1_mean_2,T1_mean_3,T1_mean_4,T1_mean_5,T1_mean_6,T1_mean_7,T1_mean_8,T1_mean_9,T1_mean,T1_min,T1_TDD_days,T1_TDD,T3_FDD_days,T3_FDD,T3_frost,T3_ft,T3_GDD3_days,T3_GDD3,T3_GDD5_days,T3_GDD5,T3_max,T3_mean_1,T3_mean_10,T3_mean_11,T3_mean_12,T3_mean_2,T3_mean_3,T3_mean_4,T3_mean_5,T3_mean_6,T3_mean_7,T3_mean_8,T3_mean_9,T3_mean,T3_min,T3_TDD_days,T3_TDD,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15
D8,2,0,8,56590,88,719,583,-14,0,809,42,0,298,1993,4504,6625,7734,7218,5394,2975,1589,164,15,1456,311,14,858,759,759,796,845,1207,-117,30,-183,713,-271,625,625,748,0,976,942,5,0,20,283.1,279.28,0.12,0.19,28.09,33.27,25.09,24.95,21.94,19.7,2.25,3.64,161.62,164.42,207.3,-169.76,3.19,111.87,974.38,93.29,904.83,15.38,-1.09,1.49,-0.37,-1.05,-0.9,-1.01,-0.65,-0.17,5.13,10.8,10.19,5.28,2.44,-1.46,166.04,1019.71,229.44,-605.11,-4.89,69.03,109.36,1099.11,94.98,1037.16,28.66,-3.06,-1.58,-3.32,-3.82,-2.37,-1.97,-1.09,-0.05,7.41,12.47,10.78,4.58,1.52,-11.94,135.76,1124.72,-281,161,2,10,-67,-22,97,67,102,100,9,4,16,-32,-32
D9,0,0,4,56618,83,716,576,-17,0,568,42,0,219,1488,3850,6007,7272,6681,4706,2404,1572,158,8,1352,279,8,848,866,866,866,917,1254,-157,63,-221,757,-294,833,895,865,0,964,928,1,0,5,283.22,279.18,0.13,0.2,28.91,36.65,24.09,24.91,20.55,18.91,2.35,3.86,159.68,163.12,201.8,-175.47,3.74,113.76,981.23,94.29,917.56,14.8,-1.1,1.51,-0.37,-1.01,-0.97,-1.07,-0.68,-0.17,5.72,10.7,10.15,5.25,2.41,-1.67,170.01,1024.02,227.31,-594.82,-6.04,75.58,114.24,1135.19,98.14,1065.86,29.01,-2.94,-1.63,-3.7,-3.75,-2.44,-1.98,-1.12,0.14,8.55,12.53,10.79,4.57,1.5,-11.81,136.93,1158.06,-336,29,80,-10,-73,50,167,20,23,24,-63,39,67,-67,50
E1,0,0,0,57821,59,723,567,-1,0,556,43,0,228,1371,3561,5836,7172,6543,4499,2165,1327,159,0,526,229,9,1317,1307,1265,1287,1209,-1764,-51,-322,-163,-798,-310,787,1216,1297,30,935,918,0,0,0,283.02,279.07,0.11,0.19,34.9,42.28,30.22,30.64,25.97,23.8,2.39,4.56,159.05,162.42,194.78,-152.95,3.46,114.7,989.31,94.75,902.07,15.04,-0.88,1.55,-0.29,-0.79,-0.84,-0.85,-0.58,-0.16,5.43,11.02,10.4,5.37,2.59,-1.51,187.09,1039.07,228.45,-545.62,-12.53,90.68,113.61,1136.89,98.22,1071.26,28.68,-2.71,-1.69,-3.61,-3.59,-2.24,-1.73,-0.93,0.07,9.02,12.4,10.6,4.46,1.65,-12.43,134.74,1163.98,-225,119,-56,56,-39,82,116,-43,-57,40,-38,-47,103,-86,21
E10,0,0,0,57937,84,729,574,6,0,535,43,0,241,1282,3462,5732,7076,6446,4394,2082,1317,155,0,432,112,5,1370,1289,1298,1331,1229,-1630,-64,-239,-126,-698,-246,783,870,1298,6,936,918,0,0,0,283.15,278.9,0.12,0.19,31.63,38.78,27.87,27.68,23.65,21.27,2.33,4.73,156.97,160.55,203.44,-159.7,3.82,116.5,1004.69,96.15,909.24,14.68,-0.84,1.48,-0.37,-0.81,-0.95,-0.87,-0.59,-0.13,6.65,10.66,10.24,5.3,2.51,-1.82,172.42,1025.71,226.26,-586.86,-11.87,91.19,117.03,1165.21,100.9,1097.63,28.83,-2.81,-1.71,-3.79,-3.74,-2.53,-1.85,-1.01,0.38,9.73,12.44,10.6,4.48,1.58,-12.85,139.85,1190.48,-348,133,32,-47,34,-114,57,-2,12,29,-97,-21,57,-52,-48
E11,0,0,0,57945,62,722,555,-1,0,374,41,0,213,826,2566,4753,6187,5487,3485,1399,1238,147,0,1833,12,-3,1116,681,789,929,926,-1552,-33,-173,-21,-629,-126,290,319,343,5,964,962,0,0,0,283.15,278,0.12,0.17,24.17,29.36,21.17,20.32,16.87,15.52,2.18,3.18,154.4,160.89,210.56,-217.53,4.73,112.73,887.48,89.61,804.78,13.79,-1.14,1.28,-0.57,-1.34,-0.97,-1.32,-0.84,-0.18,4.53,10.04,9.5,4.78,2.19,-1.85,164,951.91,217.28,-672.62,-9.06,97.19,120.78,1208.94,103.1,1142.82,29.11,-3.59,-1.66,-4.04,-4.28,-2.99,-2.34,-1.3,0.99,10.29,12.57,10.61,4.41,1.43,-13.72,150.71,1245.66,-137,143,249,69,103,-58,72,16,107,87,0,3,25,-41,-14
E12,0,0,0,57964,68,715,566,-7,0,376,41,0,215,829,2652,4871,6318,5619,3567,1443,1267,146,0,1586,12,-4,1153,698,796,975,973,-1552,-38,-173,-29,-629,-132,387,383,387,3,962,959,0,0,0,283.16,278.84,0.12,0.17,24.1,29.28,21.11,20.95,17.49,16.74,2.25,3.17,153.96,159.89,205.94,-227.21,4.6,116.67,949.03,94.01,854.66,13.6,-1.28,1.43,-0.54,-1.26,-1.22,-1.35,-0.8,-0.07,5.22,10,9.7,5.06,2.24,-2.14,166.13,986.39,216.27,-686.76,-10.18,99.2,120.73,1209.91,103.52,1150.13,29.11,-3.74,-1.68,-4.16,-4.45,-3.28,-2.51,-1.35,0.99,10.4,12.52,10.61,4.46,1.38,-13.39,149.71,1247.9,-160,102,90,-134,133,17,74,-13,9,62,-77,-8,75,-53,-61
E13,0,0,0,58011,73,698,543,-25,0,370,41,0,214,777,2519,4734,6183,5477,3422,1356,1291,145,0,1755,12,-5,1144,349,637,938,950,-1552,-4,-173,0,-629,-103,316,318,347,1,978,982,0,0,0,283.42,278.71,0.13,0.17,23.36,28.28,19.79,20.25,16.27,14.85,2.22,3.32,152.56,159.36,206.11,-295.99,5.35,117.46,970.14,94.45,887.65,14.03,-1.84,1.31,-0.8,-1.57,-1.74,-1.69,-0.99,-0.03,5.33,10.21,9.85,5.15,2.08,-3.04,164.38,1009.67,214.98,-758.78,-10.24,103.87,122.2,1229.77,104.85,1167.09,29.3,-4.38,-1.69,-4.31,-4.89,-3.92,-3.03,-1.53,1.2,10.63,12.56,10.67,4.49,1.15,-13.94,151.6,1270.27,-133,73,141,-199,114,-89,90,62,38,-15,-37,-44,71,-66,-8
E14,0,0,0,58015,79,696,550,-26,0,390,42,0,215,895,2748,4963,6389,5697,3662,1516,1329,147,0,1568,37,-3,1176,345,606,998,1004,-1552,1,-176,-13,-630,-123,336,338,343,1,975,977,0,0,0,283.31,278.3,0.12,0.17,23.81,29.05,20.94,20.63,17.5,15.41,2.15,3.14,154.01,159.63,210.85,-268.8,5.07,115.93,944.04,93.31,851.72,13.8,-1.6,1.3,-0.75,-1.42,-1.5,-1.57,-0.94,-0.08,5.48,10.03,9.68,5.06,2.06,-2.76,162.37,978.46,217.32,-732.29,-9.85,96.31,121.06,1222.55,104.21,1156.17,29.13,-4.12,-1.74,-4.25,-4.7,-3.57,-2.8,-1.46,0.91,10.41,12.56,10.71,4.48,1.24,-14.32,149.27,1257.66,-231,156,121,-22,42,-63,31,0,70,9,-64,-1,39,-61,-22
E15,0,0,0,58019,85,721,533,-1,0,441,42,0,218,1048,3018,5236,6634,5958,3958,1755,1334,148,0,1346,12,-2,1215,367,939,1075,1094,-1585,3,-213,-22,-666,-137,322,344,363,0,971,968,0,0,0,283.34,279.02,0.12,0.16,25.14,30.54,22.77,21.49,18.77,17.56,2.2,3.26,154.91,160.32,209.22,-212.81,4.5,116.3,944.45,93.59,842.75,13.81,-1.15,1.5,-0.52,-1.11,-0.99,-1.19,-0.76,-0.09,5.11,10.06,9.72,5.07,2.31,-1.82,166.31,984.18,216.67,-658.41,-10.15,96.25,120.33,1215.66,103.7,1143.68,29.16,-3.59,-1.66,-3.93,-4.23,-3,-2.23,-1.24,0.97,10.35,12.53,10.63,4.46,1.48,-13.78,149.52,1251.42,-225,111,165,-58,60,-34,-46,68,114,85,-60,-7,9,-24,-73
E16,0,0,0,58120,63,643,502,-79,0,377,42,0,217,824,2660,4894,6341,5640,3592,1445,1275,138,0,1511,12,-12,1079,293,293,558,467,-1296,91,23,149,-410,77,241,252,291,0,1046,1079,0,0,0,283.35,278.66,0.11,0.16,20.84,24.6,17.22,18.17,14.27,12.77,2.01,2.89,146.4,152.11,211.27,-596.14,7.45,119.91,950.77,95.22,849.35,13.97,-4,1.05,-1.54,-3.06,-4.76,-3.78,-1.93,0.23,6.87,10.05,9.51,4.9,1.29,-7.95,156.97,993.66,208.91,-1201.84,-10.63,134.51,129.62,1268.73,110.14,1199.33,28.68,-7.63,-1.82,-5.6,-6.99,-7.28,-5.96,-2.58,2.06,10.99,12.53,10.7,4.48,0.22,-18.07,155.42,1314.73,133,130,138,-97,53,-72,45,4,59,73,-44,-1,8,-48,9
E17,0,0,0,58106,70,644,516,-78,0,405,42,0,217,934,2816,5042,6464,5775,3750,1593,1317,139,0,1462,12,-11,1119,348,348,746,716,-1552,54,-173,111,-629,32,325,339,344,0,1022,1043,0,0,0,283.43,279.08,0.12,0.17,21.45,25.91,17.96,18.55,14.45,13.24,2.09,3.01,147.63,154.4,206.76,-493.38,7.12,120.17,975.01,96.52,895.28,13.96,-3.28,1.23,-1.25,-2.51,-4.03,-3.18,-1.63,0.11,6.38,10.33,9.81,5.16,1.6,-6.69,157.89,1027.42,210.88,-1048.72,-10.36,126.66,128.19,1262.52,109.18,1197.18,28.82,-6.57,-1.73,-5.11,-6.33,-6.27,-4.96,-2.24,1.94,10.97,12.53,10.7,4.5,0.53,-16.64,154.86,1310.2,111,72,96,-81,34,-66,43,62,53,75,-36,-54,-39,-44,-13
E18,0,0,0,58147,75,648,489,-74,0,487,43,0,227,1159,3237,5502,6895,6229,4185,1906,1346,143,0,751,12,-7,1211,375,452,916,892,-1304,82,10,140,-423,61,313,330,374,0,1042,1073,0,0,0,283.46,279.1,0.12,0.17,22.46,27.31,18.97,19.56,15.4,13.64,2.1,3.22,147.28,153.22,203.79,-549.85,6.85,120.98,980.99,97.03,904.09,13.99,-3.62,1.18,-1.42,-2.73,-4.4,-3.32,-1.74,0.12,6.79,10.3,9.83,5.2,1.45,-7.4,157.34,1030.77,209.78,-1130.69,-11.05,132.5,128.19,1259.78,109.03,1188.45,28.83,-7.16,-1.79,-5.48,-6.79,-6.79,-5.56,-2.34,1.83,10.88,12.54,10.7,4.52,0.38,-17.66,155.46,1301.85,47,46,70,-64,-2,9,50,6,40,62,-19,-41,-39,-5,-18
E19,0,0,0,58130,82,657,518,-65,0,602,43,0,266,1416,3635,5876,7208,6575,4585,2242,1363,145,0,545,12,-5,1276,398,602,1033,1002,-1304,77,10,112,-423,20,376,379,390,0,1033,1061,0,0,0,283.5,278.31,0.12,0.18,22.92,28.46,19.25,20.16,15.94,14.33,2.27,3.5,149.07,154.13,208.41,-510.13,6.76,121.09,997.03,97.39,921.64,14.21,-3.35,1.14,-1.39,-2.71,-4.03,-3.02,-1.6,0.05,6.54,10.19,9.8,5.22,1.43,-6.73,157.76,1021.71,211.63,-1098.77,-11.8,118.2,126.8,1254.26,107.88,1181.83,28.81,-6.98,-1.89,-5.89,-6.74,-6.67,-5.29,-2.3,1.55,10.83,12.53,10.75,4.51,0.36,-17.5,153.02,1289.68,10,86,33,-202,55,39,16,70,78,22,27,14,-1,15,2
E2,0,0,0,57869,65,731,569,8,0,628,43,0,246,1486,3735,6004,7289,6701,4645,2315,1326,156,0,355,207,6,1363,1282,1294,1327,1210,-1764,-39,-322,-155,-798,-287,643,896,1166,22,944,929,0,0,0,282.93,278.49,0.12,0.2,33.14,40.99,28.35,29.29,25.01,23.36,2.24,3.87,157.85,162.12,202.81,-160.73,3.64,114.81,972,93.53,865.08,14.42,-0.84,1.41,-0.29,-0.78,-0.87,-0.86,-0.63,-0.16,4.98,10.56,10.18,5.12,2.38,-1.75,183.03,1012.41,226.16,-550.36,-12.19,92.93,116.51,1160.85,100.27,1091.64,28.83,-2.73,-1.71,-3.65,-3.53,-2.35,-1.75,-1,0.28,9.62,12.41,10.58,4.45,1.63,-12.87,137.16,1188.83,-257,92,153,13,7,-4,60,24,9,6,-82,-8,58,-27,-3
E20,0,0,0,58100,88,675,529,-47,0,671,44,0,290,1562,3861,6095,7391,6780,4810,2430,1357,149,0,422,12,-1,1322,538,798,1137,1106,-1585,59,-213,77,-666,-26,371,371,418,0,1018,1038,0,0,0,283.54,278.29,0.11,0.18,25.02,29.35,20.89,21.75,17.47,15.67,2.23,3.49,150.37,156.05,208.94,-443.68,5.69,119.3,978.35,96.31,885.39,13.78,-2.99,1.18,-1.12,-2.11,-2.76,-2.43,-1.38,-0.02,5.97,10.03,9.75,5.28,1.58,-4.88,160.74,999.8,214.02,-1006.45,-11.95,105.49,124.14,1233.67,106.54,1169.95,28.84,-6.24,-1.92,-5.5,-6.14,-5.64,-4.52,-2.06,1.24,10.68,12.52,10.76,4.5,0.59,-16.35,150.12,1269.85,-105,110,-19,-157,-12,-60,-4,-39,57,-9,16,11,-13,-45,-19
E21,0,0,1,58203,66,598,459,-123,0,546,43,0,246,1270,3401,5668,7027,6387,4325,2028,1366,139,23,854,12,-11,1154,320,320,757,699,-1296,130,23,216,-410,190,299,299,320,0,1075,1120,0,0,11,283.27,278.9,0.13,0.16,22.26,26.29,18.24,19.03,14.34,13.27,2.19,3.39,145.41,150.21,210.69,-647.89,7.61,122.03,1005.65,97.25,912,14.49,-4.35,0.93,-1.76,-3.3,-5.54,-4,-2.1,0.49,7.86,10.15,9.59,5.14,1.27,-8.98,156.37,1026.9,208.02,-1254.53,-11.52,139.61,130.53,1267.08,110.61,1192.7,28.44,-8.08,-1.78,-5.29,-7.18,-7.75,-6.48,-2.7,2.07,10.84,12.45,10.67,4.52,0.14,-19.43,158.7,1318.55,292,40,-8,-220,6,-55,-4,20,19,94,-70,25,8,-50,-1
E22,0,0,0,58216,71,603,474,-118,0,646,43,0,281,1510,3779,6015,7323,6704,4727,2361,1356,142,14,470,12,-8,1255,381,407,920,866,-1245,129,42,217,-381,177,374,379,382,0,1078,1122,0,0,6,283.47,278.57,0.12,0.16,23.08,27.85,19.12,19.89,15,13.85,2.14,3.07,146.01,151.21,207.32,-671.03,7.32,122.45,1007.41,97.6,894.74,14.7,-4.37,0.82,-1.94,-3.4,-5.49,-4,-2.02,0.39,7.64,10.39,9.83,5.17,1.12,-8.77,156.06,1040,207.93,-1306.88,-12.01,140.87,129.92,1259.16,110.02,1185.51,28.48,-8.51,-1.82,-6.24,-7.68,-8.23,-6.47,-2.69,1.95,10.8,12.48,10.66,4.51,-0.04,-19.83,158.61,1307.32,225,66,4,-78,-34,38,14,12,63,5,39,-29,-13,-35,8
E23,0,0,0,58156,78,619,500,-102,0,733,44,0,312,1691,4056,6280,7540,6951,4996,2590,1392,144,0,486,12,-6,1269,417,490,994,949,-1304,63,10,145,-423,98,415,423,417,0,1042,1071,0,0,0,283.44,278.74,0.12,0.18,22.73,27.49,19.79,19.91,15.02,14.36,2.12,3.29,148.22,152.8,206.42,-598.64,6.54,121.38,993.15,98.05,898.61,14.33,-3.93,0.96,-1.65,-2.95,-4.54,-3.58,-1.87,0.12,6.94,10.19,9.89,5.21,1.22,-7.4,156.22,1024.01,211.02,-1225.83,-11.55,127.83,127.77,1252.76,108.43,1177.31,28.76,-7.72,-1.94,-5.86,-6.94,-7.44,-5.84,-2.63,1.67,10.81,12.54,10.69,4.53,0.04,-17.94,154.32,1291.81,146,52,-23,-105,-3,-131,65,-99,75,-94,50,-27,27,1,35
E24,0,0,0,58127,83,626,503,-96,0,767,44,0,324,1758,4156,6372,7610,7035,5090,2674,1415,146,0,622,12,-4,1261,396,568,1028,1006,-1304,47,10,114,-423,52,333,362,398,0,1030,1056,0,0,0,283.29,278.48,0.11,0.17,23.1,28.29,19.63,20.53,16.26,14.72,2.22,3.32,148.46,153.63,206.85,-538.2,6.4,120.34,1001.21,97.3,932.11,14.2,-3.51,1.07,-1.5,-2.6,-4.05,-3.2,-1.74,0.07,6.46,10.23,9.77,5.27,1.4,-6.87,156.16,1028.21,212.79,-1128.92,-11.47,114.42,126.07,1241.49,107.38,1170.35,28.5,-7.01,-1.92,-5.84,-6.71,-6.56,-5.29,-2.36,1.39,10.72,12.5,10.75,4.53,0.3,-17.58,152.06,1280.91,83,63,-47,-177,-37,-27,6,-58,60,16,30,65,-19,-0,12
E25,0,0,0,58075,90,673,532,-49,0,767,44,0,324,1762,4161,6373,7611,7034,5098,2682,1376,146,0,629,12,-4,1289,659,866,1134,1121,-1319,23,-42,62,-461,-26,367,394,410,0,1007,1020,0,0,0,283.83,278.59,0.11,0.18,24.98,30.55,21.31,22.31,18.11,16.14,2.29,3.51,150,155.8,207.36,-370.86,5.74,119.14,981.78,96.47,890.03,14.16,-2.47,1.32,-0.93,-1.87,-2.45,-2.16,-1.25,-0.02,5.94,10.24,9.88,5.29,1.81,-4.32,162.66,1017.63,213.7,-901.51,-11.78,105.04,123.6,1238.25,106.21,1174.48,29.06,-5.43,-1.87,-4.93,-5.69,-4.96,-3.9,-1.78,1.18,10.67,12.54,10.78,4.51,0.81,-15.62,149.57,1273.71,-111,186,-41,-14,-36,72,9,-90,41,22,54,-8,-18,10,-13
E3,0,0,0,57897,70,727,576,4,0,664,43,0,280,1543,3825,6043,7344,6759,4719,2385,1311,156,0,438,205,6,1349,1221,1250,1306,1233,-1735,-50,-298,-162,-773,-284,585,632,701,17,945,928,0,0,0,283.14,278.85,0.13,0.2,31.17,38.52,27.94,27.28,23.64,21.9,2.29,4.29,157.96,161.5,201.03,-162.69,3.75,114.79,991.94,95.09,895.45,14.98,-0.9,1.47,-0.3,-0.83,-0.87,-0.88,-0.61,-0.15,5.43,10.96,10.44,5.35,2.5,-1.71,180.59,1026.82,226.71,-554.13,-12.09,93.13,116.59,1164.35,100.46,1094,29,-2.86,-1.67,-3.75,-3.52,-2.38,-1.77,-0.98,0.29,9.59,12.48,10.6,4.47,1.67,-12.79,136.47,1190.41,-270,83,96,117,-26,-110,108,72,7,12,-5,-75,31,-17,-38
E4,0,0,0,57927,75,713,570,-10,0,666,43,0,285,1547,3834,6065,7343,6743,4764,2392,1336,154,0,617,203,4,1309,1125,1161,1246,1196,-1735,-67,-298,-163,-773,-277,486,557,634,10,946,930,0,0,0,283.29,279.32,0.13,0.19,30.05,36.31,25.95,26.6,22.15,20.01,2.39,4.25,158.11,162,202.75,-163.47,3.96,116.01,1002.87,95.62,910.49,14.96,-0.89,1.46,-0.37,-0.84,-0.96,-0.89,-0.61,-0.16,5.87,10.73,10.24,5.35,2.56,-1.91,167.82,1033.86,224.73,-548.87,-11.72,91.14,116.8,1165.42,100.89,1099.59,28.96,-2.78,-1.7,-3.9,-3.53,-2.39,-1.78,-0.98,0.32,9.67,12.47,10.71,4.49,1.62,-12.88,138.21,1192.37,-270,114,42,-105,-18,-32,87,103,-28,25,-56,-43,30,-78,-22
E5,0,0,0,57962,79,706,576,-17,0,685,43,0,295,1577,3877,6100,7360,6789,4796,2430,1338,154,1,865,204,4,1275,1012,1079,1189,1172,-1735,-61,-298,-146,-773,-259,506,523,592,3,953,939,0,0,0,283.32,279.14,0.12,0.18,28.71,35.66,24.46,25.75,20.77,18.66,2.36,4.21,157.52,161.67,203.81,-167.33,3.9,115.9,993.43,96.06,903.46,14.78,-0.98,1.37,-0.4,-0.95,-0.95,-0.91,-0.62,-0.16,5.72,10.73,10.21,5.3,2.46,-1.81,167.34,1034.03,224.27,-563.94,-10.49,88.77,116.32,1168.27,100.56,1102.22,29.02,-2.81,-1.73,-3.82,-3.57,-2.39,-1.82,-1,0.3,9.66,12.49,10.8,4.52,1.56,-12.66,137.85,1193.98,-218,176,-16,-130,-41,-105,79,19,-25,6,-40,-22,78,-25,9
E6,0,0,0,57843,60,734,565,10,0,480,43,0,222,1192,3365,5653,7024,6374,4308,2010,1299,158,0,507,187,8,1311,1212,1222,1262,1179,-1712,-66,-285,-126,-756,-259,654,633,1133,26,937,921,0,0,0,283,278.82,0.12,0.2,31.37,39.4,27.38,27.49,23.95,21.18,2.37,4.26,158.3,162.19,199.82,-156.86,3.59,115.07,976.12,94.41,877.59,14.58,-0.81,1.51,-0.28,-0.8,-0.8,-0.86,-0.57,-0.17,5.24,10.71,10.24,5.28,2.53,-1.49,180.12,1019.29,228.72,-572.24,-12.12,91.73,114.75,1146.51,98.74,1080.22,28.71,-2.8,-1.7,-3.75,-3.74,-2.3,-1.76,-1.03,0.15,9.46,12.43,10.51,4.44,1.61,-12.8,134.9,1169.59,-326,151,-18,59,9,55,111,-76,-11,30,-39,-44,91,-63,-24
E7,0,0,0,57873,66,733,584,9,0,526,43,0,225,1284,3520,5805,7153,6515,4468,2144,1292,156,0,292,154,6,1388,1313,1325,1352,1213,-1552,-60,-173,-131,-629,-255,959,989,1283,20,940,924,0,0,0,282.94,278.06,0.12,0.19,33.23,39.93,28.29,28.42,25.58,23.16,2.24,4.34,157.79,161.48,202.87,-163.64,3.64,114.57,980.04,94.32,877.52,14.23,-0.86,1.37,-0.33,-0.8,-0.85,-0.87,-0.59,-0.15,5.48,10.47,10.08,5.15,2.42,-1.63,182.22,1011.65,226.7,-573.38,-12.04,91.87,116.31,1153.73,99.99,1089.8,28.63,-2.8,-1.73,-3.71,-3.75,-2.42,-1.8,-1.02,0.27,9.66,12.43,10.57,4.42,1.57,-13.24,137.74,1185.98,-380,118,72,38,3,-61,51,-41,28,-3,-107,7,24,-31,-29
E8,0,0,0,57887,71,741,578,18,0,518,43,0,224,1260,3481,5771,7124,6483,4434,2112,1309,154,0,333,138,4,1383,1311,1321,1350,1220,-1552,-73,-173,-138,-629,-257,788,814,1288,17,934,916,0,0,0,283.01,278.71,0.12,0.2,31.98,39.29,27.41,28.21,24.04,21.68,2.44,4.83,157.2,161.54,198.02,-165.18,3.75,116.66,997.77,95.32,896,14.38,-0.92,1.39,-0.37,-0.86,-0.85,-0.89,-0.59,-0.14,6.01,10.45,10.1,5.23,2.47,-1.75,179.17,1029.45,226.95,-567.38,-11.87,91.84,116.63,1157.51,100.39,1094.16,28.89,-2.97,-1.73,-3.83,-3.82,-2.56,-1.87,-1.03,0.28,9.72,12.41,10.54,4.44,1.57,-13.05,138.29,1188.2,-383,113,29,-122,89,60,95,63,-48,-19,-117,10,40,-85,-24
E9,0,0,0,57909,78,726,575,3,0,525,43,0,233,1256,3449,5736,7063,6450,4398,2081,1328,153,0,412,112,3,1369,1270,1304,1333,1222,-1735,-77,-298,-141,-773,-259,987,1069,1315,13,932,914,0,0,0,283.09,278.76,0.12,0.2,32.4,40.17,28.89,28.26,24.84,22.24,2.35,4.69,157.23,160.82,202.32,-168.92,3.87,116.12,999.4,95.55,896.2,14.85,-0.97,1.36,-0.41,-0.9,-0.99,-0.95,-0.61,-0.13,6.57,10.74,10.23,5.22,2.44,-1.93,169.05,1025.62,225.92,-595.98,-11.37,90.47,117.3,1168.45,101.11,1104.43,28.83,-3.06,-1.75,-3.9,-3.92,-2.68,-1.95,-1.06,0.37,9.75,12.5,10.62,4.45,1.52,-12.91,140.37,1199.61,-369,141,37,-22,80,-91,119,8,1,-41,-63,0,85,-60,-38
F1,0,0,0,59459,67,744,568,32,0,719,43,0,278,1694,4018,6182,7390,6835,4910,2559,1547,167,0,1570,312,17,1106,457,457,522,536,-2268,-9,-640,-46,-1322,-189,305,427,456,0,952,986,0,0,0,282.67,278.7,0.12,0.16,26.93,29.88,22.6,22.67,18.63,17.21,2.2,3.15,160.92,164.24,206.12,-180.98,3.4,111.12,959.71,92.61,871.68,14.59,-1.07,1.36,-0.41,-1,-0.78,-1.07,-0.71,-0.18,4.96,10.39,9.92,5.14,2.37,-1.5,164.42,992.17,228.82,-595.68,-5.02,69.56,108.01,1087.46,94.1,1026.99,28.47,-3.05,-1.67,-3.81,-3.92,-2.36,-1.95,-1.17,-0.1,7.5,12.33,10.5,4.42,1.45,-12.16,136.3,1111.49,-432,77,162,-35,-74,-53,29,93,39,-24,-77,-34,57,-43,18
F10,0,0,0,59612,84,783,598,72,0,572,44,0,242,1371,3570,5835,7174,6567,4496,2170,1453,158,0,644,212,7,1096,980,980,981,974,-2270,-27,-520,-81,-1234,-210,682,951,976,0,936,960,0,0,0,282.95,278.9,0.11,0.19,31.09,39.75,27.66,28.15,22.84,22.38,2.46,4.41,157.89,161.66,201.93,-136.94,3.8,116.27,976.21,95.3,902.42,14.18,-0.74,1.49,-0.22,-0.7,-0.72,-0.8,-0.56,-0.18,5.09,10.37,10.03,5.24,2.47,-1.17,171.55,1013.49,229.33,-555.11,-8.73,88.08,113.9,1131.8,97.84,1063.64,29.18,-2.76,-1.68,-3.69,-3.73,-2.21,-1.79,-1.01,0.1,9.14,12.33,10.4,4.32,1.61,-12.11,134.27,1159.4,-558,-64,135,-35,-43,34,102,-40,-2,-22,-106,-29,98,28,-27
F11,0,0,0,59284,62,728,579,15,0,617,43,0,254,1488,3744,5977,7279,6700,4677,2316,1526,167,0,583,330,17,1308,950,969,985,961,-2309,-67,-723,-158,-1394,-338,785,822,956,19,903,922,0,0,0,282.5,278.66,0.11,0.19,35.63,42.19,30.66,31.38,26.68,24.9,2.48,4.9,162.34,165.81,196.36,-152.05,3.22,110.16,976.18,91.61,891.39,15.67,-0.98,1.33,-0.35,-0.8,-0.86,-0.87,-0.59,-0.17,4.64,11.02,10.44,5.32,2.51,-1.42,172.83,1016.66,231.03,-544.82,-7.07,72.73,106.3,1071.99,92.32,1008.53,27.64,-2.68,-1.76,-3.95,-3.5,-2.32,-1.79,-0.97,-0.15,6.82,12.2,10.51,4.39,1.55,-11.97,134.92,1095.34,-428,186,-152,157,-121,3,186,57,-84,-49,15,-37,63,-6,46
